1/t13/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
1/t14/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
1/t15/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
2/t2/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
2/t4/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
2/t5/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
2/t6/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
2/t8/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
3/t2/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
3/t4/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
3/t5/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
3/t6/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
3/t8/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
4/t2/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
4/t4/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
4/t5/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
4/t6/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
4/t8/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
5/t2/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
5/t4/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
5/t5/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
5/t6/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
5/t8/t0.65,0.84,0.8,0.82,0.01,0.44,0.28,0.65,0.36,0.85,0.71,0.87,0.1,0.51,0.43,0.15,0.28,0.76,0.24,0.64
